Key,File,Type,UsedInMainMenu,NoTranslate,english
loadingTipMainWWHUD,UI,Loading Screen,,,This is a test of the HUD Main screen.  Blah Blah.......,,,,,
loadingTipMainWWHUD_title,UI,Loading Screen,x,,Test of the Main Screen Bars,,,,,
foodSteakAndPotatoFrozen,items,Food,newKey,"Frozen Steak and Potato Meal",,,,,
foodShamChowderFrozen,items,Food,newKey,"Frozen Sham Chowder",,,,,
foodHoboStewFrozen,items,Food,newKey,"Frozen Hobo Stew",,,,,
foodFishTacosFrozen,items,Food,newKey,"Frozen Fish Tacos",,,,,
foodChiliDogFrozen,items,Food,newKey,"Frozen Chili Dog",,,,,
foodBakedPotatoFrozen,items,Food,newKey,"Frozen Baked Potato",,,,,
foodBlueberryPieFrozen,items,Food,newKey,"Frozen Blueberry Pie",,,,,
foodPumpkinPieFrozen,items,Food,newKey,"Frozen Pumpkin Pie",,,,,
foodPumpkinCheesecakeFrozen,items,Food,newKey,"Frozen Pumpkin Cheesecake",,,,,
foodPumpkinBreadFrozen,items,Food,newKey,"Frozen Pumpkin Bread",,,,,
foodGumboStewFrozen,items,Food,newKey,"Frozen Gumbo Stew",,,,,
foodShepardsPieFrozen,items,Food,newKey,"Frozen Shepards Pie",,,,,
foodSpaghettiFrozen,items,Food,newKey,"Frozen Spaghetti",,,,,
foodTunaFishGravyToastFrozen,items,Food,newKey,"Frozen Tuna Fish Gravy Toast",,,,,
foodEggBoiledFrozen,items,Food,newKey,"Frozen Boiled Egg",,,,,
foodBaconAndEggsFrozen,items,Food,newKey,"Frozen Bacon and Eggs",,,,,
foodVegetableStewFrozen,items,Food,newKey,"Frozen Vegetable Stew",,,,,
foodRawMeatFrozen,items,Food,newKey,"Frozen Raw Meat",,,,,
foodRottingFleshFrozen,items,Food,newKey,"Frozen Rotting Flesh",,,,,
foodEggFrozen,items,Food,newKey,"Frozen Egg",,,,,
foodCornMealFrozen,items,Food,newKey,"Frozen Cornmeal",,,,,
foodCropBlueberriesFrozen,items,Food,newKey,"Frozen Blueberries",,,,,
foodCropCornFrozen,items,Food,newKey,"Frozen Ear of Corn",,,,,
foodCropGraceCornFrozen,items,Food,newKey,"Frozen Ear of Super Corn",,,,,
foodCropPotatoFrozen,items,Food,newKey,"Frozen Potato",,,,,
foodCropMushroomsFrozen,items,Food,newKey,"Frozen Mushrooms",,,,,
foodCropYuccaFruitFrozen,items,Food,newKey,"Frozen Yucca Fruit",,,,,
foodCropPumpkinFrozen,items,Food,newKey,"Frozen Pumpkin",,,,,
drinkCanEmptyFrozen,items,Food,newKey,"Frozen Empty Can",,,,,
drinkCanRiverWaterFrozen,items,Food,newKey,"Frozen drinkCanRiverWater",,,,,
drinkCanBoiledWaterFrozen,items,Food,newKey,"Frozen drinkCanBoiledWater",,,,,
drinkJarEmptyFrozen,items,Food,newKey,"Frozen Empty Water Jar",,,,,
drinkJarRiverWaterFrozen,items,Food,newKey,"Frozen Murky Water",,,,,
drinkJarBoiledWaterFrozen,items,Food,newKey,"Frozen Boiled Water",,,,,
drinkJarPureMineralWaterFrozen,items,Food,newKey,"Frozen Pure Mineral Water",,,,,
drinkJarYuccaJuiceFrozen,items,Food,newKey,"Frozen Yucca Juice",,,,,
drinkJarGoldenRodTeaFrozen,items,Food,newKey,"Frozen Goldenrod Tea",,,,,
drinkJarRedTeaFrozen,items,Food,newKey,"Frozen Red Tea",,,,,
drinkJarYuccaCocktailFrozen,items,Food,newKey,"Frozen drinkJarYuccaCocktail",,,,,
drinkYuccaJuiceSmoothieFrozen,items,Food,newKey,"Frozen Yucca Juice Smoothie",,,,,
drinkCanMegaCrushFrozen,items,Food,newKey,"Frozen Mega Crush",,,,,
drinkJarCoffeeFrozen,items,Food,newKey,"Frozen Coffee",,,,,
drinkJarBlackStrapCoffeeFrozen,items,Food,newKey,"Frozen Blackstrap Coffee",,,,,
drinkJarBeerFrozen,items,Food,newKey,"Frozen Beer",,,,,
drinkJarGrainAlcoholFrozen,items,Food,newKey,"Frozen Grain Alcohol",,,,,
drinkJarGrandpasMoonshineFrozen,items,Food,newKey,"Frozen Grandpa's Moonshine",,,,,
drinkJarGrandpasAwesomeSauceFrozen,items,Food,newKey,"Frozen Grandpa's Awesome Sauce",,,,,
drinkJarGrandpasLearningElixirFrozen,items,Food,newKey,"Frozen Grandpas Learnin' Elixir",,,,,
drinkJarGrandpasForgettingElixirFrozen,items,Food,newKey,"Frozen Grandpa's Fergit'n Elixir",,,,,
foodCanShamSchematicFrozen,items,Food,newKey,"Frozen Shamway Secret Recipe",,,,,
drinkJarBeerSchematicFrozen,items,Food,newKey,"Frozen Beer Recipe",,,,,
drinkJarCoffeeSchematicFrozen,items,Food,newKey,"Frozen Coffee Recipe",,,,,
drinkJarGoldenRodTeaSchematicFrozen,items,Food,newKey,"Frozen Goldenrod Tea Recipe",,,,,
drinkJarGrandpasAwesomeSauceSchematicFrozen,items,Food,newKey,"Frozen Grandpa's Awesome Sauce Recipe",,,,,
drinkJarGrandpasLearningElixirSchematicFrozen,items,Food,newKey,"Frozen Grandpas Learnin' Elixir Recipe",,,,,
drinkJarGrandpasMoonshineSchematicFrozen,items,Food,newKey,"Frozen Grandpa's Moonshine Recipe",,,,,
drinkJarRedTeaSchematicFrozen,items,Food,newKey,"Frozen Red Tea Recipe",,,,,
drinkYuccaJuiceSmoothieSchematicFrozen,items,Food,newKey,"Frozen Yucca Juice Smoothie Recipe",,,,,
foodBaconAndEggsSchematicFrozen,items,Food,newKey,"Frozen Bacon and Eggs Recipe",,,,,
foodBakedPotatoSchematicFrozen,items,Food,newKey,"Frozen Baked Potato Recipe",,,,,
foodBlueberryPieSchematicFrozen,items,Food,newKey,"Frozen Blueberry Pie Recipe",,,,,
foodPumpkinPieSchematicFrozen,items,Food,newKey,"Frozen Pumpkin Pie Recipe",,,,,
foodPumpkinCheesecakeSchematicFrozen,items,Food,newKey,"Frozen Pumpkin Cheesecake Recipe",,,,,
foodPumpkinBreadSchematicFrozen,items,Food,newKey,"Frozen Pumpkin Bread Recipe",,,,,
foodGumboStewSchematicFrozen,items,Food,newKey,"Frozen Gumbo Stew Recipe",,,,,
foodShepardsPieSchematicFrozen,items,Food,newKey,"Frozen Shepards Pie Recipe",,,,,
foodSpaghettiSchematicFrozen,items,Food,newKey,"Frozen Spaghetti Recipe",,,,,
foodTunaFishGravyToastSchematicFrozen,items,Food,newKey,"Frozen Tuna Fish Gravy Toast Recipe",,,,,
foodBoiledMeatSchematicFrozen,items,Food,newKey,"Frozen Boiled Meat Recipe",,,,,
foodChiliDogSchematicFrozen,items,Food,newKey,"Frozen Chili Dog Recipe",,,,,
foodCornBreadSchematicFrozen,items,Food,newKey,"Frozen Corn Bread Recipe",,,,,
foodCornOnTheCobSchematicFrozen,items,Food,newKey,"Frozen Corn on the Cob Recipe",,,,,
foodFishTacosSchematicFrozen,items,Food,newKey,"Frozen Fish Tacos Recipe",,,,,
foodGrilledMeatSchematicFrozen,items,Food,newKey,"Frozen Grilled Meat Recipe",,,,,
foodHoboStewSchematicFrozen,items,Food,newKey,"Frozen Hobo Stew Recipe",,,,,
foodMeatStewSchematicFrozen,items,Food,newKey,"Frozen Meat Stew Recipe",,,,,
foodShamChowderSchematicFrozen,items,Food,newKey,"Frozen Sham Chowder Recipe",,,,,
foodSteakAndPotatoSchematicFrozen,items,Food,newKey,"Frozen Steak and Potato Meal  Recipe",,,,,
foodVegetableStewSchematicFrozen,items,Food,newKey,"Frozen Vegetable Stew Recipe",,,,,
drinkJarFullRespecAdminFrozen,items,Food,newKey,"Frozen Dev: Full Respec",,,,,
Frozen,items,Food,newKey,"Frozen ",,,,,
xmasGifts,blocks,Block,New,"A Christmas Gift",,,,,
xmasGiftsDesc,blocks,Block,New,"A cute little Christmas present",,,,,
xmasGift,blocks,Block,New,"A Christmas Gift",,,,,
xmasGiftDesc,blocks,Block,New,"A cute little Christmas present",,,,,
ChristmasTreeCB,blocks,Block,New,"A Christmas Tree",,,,,
ChristmasTreeCBDesc,blocks,Block,New,"A lovely little Christmas tree",,,,,
ChristmasTreeNaughty,blocks,Block,New,"A Naughty Christmas Tree",,,,,
ChristmasTreeNaughtyDesc,blocks,Block,New,"A Naughty Christmas tree",,,,,
ChristmasTreeNice,blocks,Block,New,"A Nice Christmas Tree",,,,,
ChristmasTreeNiceDesc,blocks,Block,New,"A Nice Christmas tree",,,,,
iceBlock,blocks,Block,New,"A sturdy ice block",,,,,
iceBlockDesc,blocks,Block,New,"A study ice block that can be used for building.",,,,,
snowBlock,blocks,Block,New,"A sturdy snow block",,,,,
snowBlockDesc,blocks,Block,New,"A study snow block that can be used for building. Maybe we can build an igloo?",,,,,
rabbitBlock,blocks,Block,New,"A Rabbit block",,,,,
rabbitBlockDesc,blocks,Block,New,"A cute little toy rabbit",,,,,
wreath,blocks,Block,New,"A wreath",,,,,
wreathDesc,blocks,Block,New,"A very festive Christmas Wreath",,,,,
wrappingstation,blocks,Block,New,"A Wrapping Station",,,,,
wrappingstationDesc,blocks,Block,New,"A sturdy workbench for wrapping and making presents",,,,,
poinsettia,blocks,Block,New,"A poinsettia",,,,,
poinsettiaDesc,blocks,Block,New,"A traditional holiday plant",,,,,
lightString,blocks,Block,New,"A light string",,,,,
lightStringDesc,blocks,Block,New,"A christmas light string",,,,,
lightStringDiag,blocks,Block,New,"A diagonal light string",,,,,
lightStringDiagDesc,blocks,Block,New,"A christmas diagonal light string",,,,,
xmasCandle,blocks,Block,New,"A christmas candle",,,,,
xmasCandleDesc,blocks,Block,New,"A christmas candle",,,,,
beesWaxCandle,blocks,Block,New,"A bees wax candle",,,,,
beesWaxCandleDesc,blocks,Block,New,"A bees wax candle",,,,,
XmasPoster01,blocks,Block,New,"A christmas poster",,,,,
XmasPoster01Desc,blocks,Block,New,"A christmas poster",,,,,
rabbitItem,items,Tool,KgNone,An rabbit,,,,,
toysDesc,items,Tool,KgNone,"An little rabbit toy",,,,,
candyCane,items,Tool,KgNone,An Candy Cane,,,,,
candyCaneDesc,items,Tool,KgNone,"A tasty treat used to smash the face of the zombies.",,,,,
waxCandle,items,Tool,KgNone,An wax candle,,,,,
waxCandleDesc,items,Tool,KgNone,"A pretty little wax candle.",,,,,
Cookies,items,Tool,KgNone,A cookie,,,,,
CookiesDesc,items,Tool,KgNone,"A small christmas cookie to tide you over until supper",,,,,
snowShovel,items,Tool,KgNone,An sturdy shovel,,,,,
snowShovelDesc,items,Tool,KgNone,"A sturdy snow shovel, for all our winter shovelling needs.",,,,,
drinkThermosEmpty,items,Tool,KgNone,"An empty thermos",,,,,
drinkThermosEmptyDesc,items,Tool,KgNone,"An empty thermos, which is useful for keeping things warm longer.",,,,,
loadingTipMainHUD,UI,Loading Screen,x,,"The apocalypse is a desolate and depressing place. We hope you enjoy your forever stay..."
loadingTipMainHUD_title,UI,Loading Screen,x,,"Winterween"
loadingTipMainHUD_02,UI,Loading Screen,x,,"Don't eat yellow snow. It isn't safe. It could even be pee. It's probably pee. Yup. It's pee."
loadingTipMainHUD_02_title,UI,Loading Screen,x,,"Yellow Snow"

loadingTipMainHUD_03,UI,Loading Screen,x,,"Be mindful of your stamina! Your next leap may be your last."
loadingTipMainHUD_03_title,UI,Loading Screen,x,,"Stamina is important"

loadingTipMainHUD_04,UI,Loading Screen,x,,"Not all occupants in the apocalypse wants your brains! Some also want your warmth."
loadingTipMainHUD_04_title,UI,Loading Screen,x,,"Find your friends!"

loadingTipMainHUD_05,UI,Loading Screen,x,,"The world is very cold. Many things will freeze, so plan ahead."
loadingTipMainHUD_05_title,UI,Loading Screen,x,,"It's very cold"

loadingTipMainHUD_06,UI,Loading Screen,x,,"From time to time, you may hear musical voices. Could they belong to your new best friend?"
loadingTipMainHUD_06_title,UI,Loading Screen,x,,"Follow the Music"

loadingTipMainHUD_08,UI,Loading Screen,x,,"No one knows where the Shaman came from or what it was, only its unrelenting goal of exterminating the human race."
loadingTipMainHUD_08_title,UI,Loading Screen,x,,"The Shaman..."

loadingTipMainHUD_07,UI,Loading Screen,x,,"Following a terrible battle against the Shaman and its Minions, the survivors launched their final, and complete assault, plunging the world into a nuclear winter."
loadingTipMainHUD_07_title,UI,Loading Screen,x,,"Winter Apocalypse"

loadingTipMainHUD_08,UI,Loading Screen,x,,"The Shaman and its Minions were driven from the world from the intense cold. They have not been seen since."
loadingTipMainHUD_08_title,UI,Loading Screen,x,,"The Shaman is gone..."

loadingTipMainHUD_09,UI,Loading Screen,x,,"It took many years, but the survivors have started leaving their caves and hiding spots and exploring them."
loadingTipMainHUD_09_title,UI,Loading Screen,x,,"World Recovery"

loadingTipMainHUD_10,UI,Loading Screen,x,,"BA-GOSHI A-KHA NA-AS-TSO-SI DZEH TOISH-JEH AH-NAH AH-JAD A-KHA GLOE-IH D-AH TSE-GAH AH-JAH DIBEH SHI-DA AH-LOSZ MA-E BE-LA-SANA MOASI AH-JAH TSE-NILL A-CHIN LHA-CHA-EH AH-JAD AH-NAH D-AH A-WOH TSE-GAH AH-JAH TSAH A-CHI JEHA CHA A-WOH TSIN-TLITI WOL-LA-CHEE AH-LOSZ AH-JAH TSA-E-DONIN-EE AH-JAH WOL-LA-CHEE KLESH THAN-ZIE TLO-CHIN A-CHIN TSAH-AS-ZIH A-KHA SHI-DA"
loadingTipMainHUD_10_title,UI,Loading Screen,x,,"D-AH TSE-GAH DZEH DIBEH LIN BE-LA-SANA NA-AS-TSO-SI TSE-NILL A-CHIN"

